구명,읍면동명,선거인수,투표수,유효득표수,1위정당,1위후보,1위득표수,1위득표율,무효투표수,기권자수,더불어민주당_정원오_득표수,국민의힘_오세훈_득표수,개혁신당_김정철_득표수,여성의당_유지혜_득표수,정의당_권영국_득표수
송파구,오륜동,13639,9493,9438,국민의힘,오세훈,6751,71.53,55,4146,2524,6751,63,59,41
송파구,오금동,29887,18685,18503,국민의힘,오세훈,10184,55.0397,182,11202,7934,10184,119,124,142
송파구,송파1동,19810,11743,11621,국민의힘,오세훈,6071,52.2416,122,8067,5248,6071,105,115,82
송파구,송파2동,14944,10134,10066,국민의힘,오세훈,5979,59.398,68,4810,3865,5979,77,78,67
송파구,석촌동,25661,14188,14034,국민의힘,오세훈,6921,49.3159,154,11473,6723,6921,124,141,125
송파구,삼전동,24468,13711,13540,더불어민주당,정원오,6636,49.0103,171,10757,6636,6536,114,125,129
송파구,가락본동,19683,11817,11724,국민의힘,오세훈,6580,56.1242,93,7866,4853,6580,107,88,96
송파구,가락1동,20534,14165,14080,국민의힘,오세훈,9063,64.3679,85,6369,4765,9063,97,69,86
송파구,가락2동,21995,13927,13812,국민의힘,오세훈,7340,53.1422,115,8068,6158,7340,111,101,102
송파구,문정1동,16280,10058,9978,국민의힘,오세훈,5512,55.2415,80,6222,4198,5512,95,84,89
송파구,문정2동,23559,14532,14453,국민의힘,오세훈,9573,66.2354,79,9027,4568,9573,114,107,91
송파구,장지동,24762,16061,15905,국민의힘,오세훈,8061,50.6822,156,8701,7498,8061,132,100,114
송파구,잠실본동,23310,12812,12685,국민의힘,오세훈,6781,53.4568,127,10498,5578,6781,106,114,106
송파구,잠실2동,25382,17159,17046,국민의힘,오세훈,11053,64.8422,113,8223,5676,11053,115,95,107
송파구,잠실3동,25010,17016,16922,국민의힘,오세훈,12240,72.3319,94,7994,4427,12240,71,98,86
송파구,잠실4동,23735,16779,16663,국민의힘,오세훈,11106,66.6507,116,6956,5214,11106,129,80,134
송파구,잠실6동,13031,8947,8892,국민의힘,오세훈,6201,69.7368,55,4084,2569,6201,43,38,41
송파구,잠실7동,1601,1600,1590,국민의힘,오세훈,881,55.4088,10,1,682,881,15,3,9
송파구,위례동,30760,20229,20083,국민의힘,오세훈,9972,49.6539,146,10531,9662,9972,142,140,167
강동구,강일동,26659,17700,17541,더불어민주당,정원오,9321,53.1384,159,8959,9321,7821,149,113,137
강동구,상일제1동,28204,19454,19335,국민의힘,오세훈,10612,54.8849,119,8750,8296,10612,177,119,131
강동구,상일제2동,9875,6534,6469,더불어민주당,정원오,3529,54.5525,65,3341,3529,2756,58,52,74
강동구,명일제1동,19627,12986,12901,국민의힘,오세훈,7413,57.4607,85,6641,5176,7413,108,98,106
강동구,명일제2동,13031,8947,8891,국민의힘,오세훈,5248,59.026,56,4084,3460,5248,75,55,53
강동구,고덕제1동,16958,11635,11577,국민의힘,오세훈,6116,52.8289,58,5323,5236,6116,75,66,84
강동구,고덕제2동,19120,12535,12458,국민의힘,오세훈,7089,56.9032,77,6585,5142,7089,83,64,80
강동구,암사제1동,26455,15174,15007,국민의힘,오세훈,7330,48.8439,167,11281,7319,7330,120,104,134
강동구,암사제2동,12871,8925,8854,국민의힘,오세훈,4543,51.3101,71,3946,4083,4543,83,70,75
강동구,암사제3동,13679,9718,9646,국민의힘,오세훈,5215,54.0639,72,3961,4218,5215,80,62,71
강동구,천호제1동,20881,11829,11675,국민의힘,오세훈,5715,48.9507,154,9052,5692,5715,98,74,96
강동구,천호제2동,30201,17325,17120,국민의힘,오세훈,8640,50.4673,205,12876,8061,8640,154,110,155
강동구,천호제3동,23192,12848,12716,국민의힘,오세훈,6637,52.1941,132,10344,5748,6637,121,99,111
강동구,성내제1동,15521,9910,9820,국민의힘,오세훈,4949,50.3971,90,5611,4640,4949,79,78,74
강동구,성내제2동,20922,12130,11994,국민의힘,오세훈,5922,49.3747,136,8792,5711,5922,138,104,119
강동구,성내제3동,18729,11353,11230,더불어민주당,정원오,5560,49.5102,123,7376,5560,5408,100,67,95
강동구,길동,40064,22943,22690,국민의힘,오세훈,11604,51.1415,253,17121,10575,11604,186,154,171
강동구,둔촌제1동,25205,18521,18429,국민의힘,오세훈,11748,63.7474,92,6684,6366,11748,126,77,112
강동구,둔촌제2동,20506,13210,13098,국민의힘,오세훈,6941,52.9928,112,7296,5852,6941,114,73,118
